SKU|User|Title|Content|Points|Status|Comment|Date of Review
E1074535|Kathrin H.|Sehr schönes Poster. Perfekt für alle Moria-Zugänge.|Very nice poster. Perfect for all Moria entrances.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 04:33:14.636
E1057242|Kathrin H.|Sehr schönes Material (Mikrofaser), trocknet superschnell und|Very nice material (microfiber), dries super fast and the print looks awesome.|5.0|1|Thank you very much for your review and best regards from the Elven Forest 😊|2023-05-20 04:34:20.450
E1068433|Kathrin H.|Hier kann man nichts falsch machen. This|Here, one can't go wrong. This is the way.|5.0|1|Thank you very much for your review and best regards from the Elbenwald 😊|2023-05-20 04:35:05.192
E1070640|Alexandra  S.|Für Magicfans empfehlenswert|Super Butto. Good quality and a great gift.|5.0|1|Thank you very much for your review and best wishes from the Elbenwald 😊|2023-05-20 04:46:38.643
E1072463|Alexandra  S.|Ein muss für Sailor Kriegerinnen|Beautiful fan and a great gift for every Sailor Moon fan.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 04:47:37.802
E1067021|Alexandra  S.|Guter und Cooler Witcherbeutel|Cool bag. Great as a dice bag or for other small items|5.0|1|Thank you very much for your feedback 😊|2023-05-20 04:50:35.037
E1068874|Alexandra  S.|Für Magicfans empfehlenswert|Beautiful and high-quality coasters. And a cool set for every Magic fan.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 04:51:13.539
E1003195|Damaris F.|Sieht sehr edel aus. Eignet sich toll|Looks very elegant. Makes a great gift.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 04:56:29.971
E1036057|Damaris F.|Passt super, sieht gut aus, Qualität scheint|Fits perfectly, looks good, quality also seems to be very good.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 04:57:05.276
E1036087|Damaris F.|Schönes Shirt, war ein Geschenk, der Beschenkte|Nice shirt, was a gift, the recipient was thrilled.|5.0|1|We are very pleased to hear that you are satisfied and that the recipient liked the T-shirt! Thank you for your feedback ❤️|2023-05-20 04:57:43.298
E1072895|Leandra  S.|Qualität ist mega, Lieferung war schnell und|Quality is great, delivery was fast and there were no damages. I am very satisfied with the figure! :)|5.0|1|Thank you very much for your feedback 😊|2023-05-20 05:38:09.275
E1067159|Diana H.|Qualität super. Preis-/Leistung auch ok. |Quality is excellent. Price-performance ratio is also good.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 06:26:12.658
E1000709|Christian S.|Ring wie abgebildet. Bin mit Qualität und|Ring as shown. I am satisfied with the quality and workmanship. The stone has a beautiful red color. I would buy it again anytime.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 06:57:06.417
E1074372|Hendrik J.|Mega gute Verarbeitung |Superb craftsmanship|5.0|1|Thank you very much for your feedback 😊|2023-05-20 07:04:38.978
E1075938|Hans-Heinrich V.|Detaillierte Statue zum kleinen Preis|If anyone wants a good-looking statue of Blue, I can recommend this small statue. It is very detailed and well painted. The diorama is open, but if you hold the back wall against the light, it shines through, so there may be modification options available, where even a small table lamp could help.|5.0|1|Wooooooow, thank you so much for your detailed feedback! We are very happy to hear that the figure was well-received and that you are satisfied. ❤️ Best wishes from the Elvenwood 🤗|2023-05-20 07:15:46.481
E1051160|Christian W.|Alles tip top|The shoes fit perfectly and are very well made.|5.0|1|Thank you very much for your feedback 😊|2023-05-20 07:58:19.773
E1073726|Tobias W.|Ein Leuchtbild mit Wow Effekt|"Very well made
Looks really cool"|5.0|1|Thank you very much for your review and best regards from the Elbenwald 😊|2023-05-20 09:49:35.402
E1073131|Kim-Mai Ngo|Ausgezeichnete Qualität|Perfect for Demon Slayer fans, meticulously built. The pig head/mask is not attached to the head, so you can put it on however you like, as long as it doesn't fall off. There is a risk that the loose mask could be easily lost, but otherwise a very good model!|5.0|1|Thank you very much for your feedback 😊|2023-05-20 10:31:38.255
E1071908|Chayjenn G.|Immer wieder gerne|Big and Perfect|5.0|1|We are very pleased to hear that!|2023-05-20 11:13:23.406
E1061080|Samira E.|Wunderbare Qualität. Einfach schön. Sieht gut aus.|Wonderful quality. Simply beautiful. Looks good. Feels good. Heavenly! Thank you!|5.0|1|Thank you very much for your feedback 😊|2023-05-20 12:09:42.317
E1073100|Eva-Maria B.|Sehr gute Qualität, schnelle Lieferung. Bin zufrieden|Very good quality, fast delivery. I am satisfied and will order it again and recommend it further.|5.0|1|Thank you very much for your review and best regards from the Elbenwald 😊|2023-05-20 12:29:04.178
E1070703|Christina H.|Schön anzusehen aber zu teuer.|The bottle is good for our purposes; it is used as a nightlight in a Harry Potter themed children's bedroom. I found the price to be at least €10 too high. The seam on the bottle is very noticeable and it looks cheaply made.|3.0|1|Thank you very much for your feedback 😊|2023-05-20 15:44:51.874
E1047042|Kevin B.|Rundum alles gut|Everything's fine all around|5.0|1|We are very pleased to hear that! Best wishes from the Elbenwald ❤|2023-05-21 04:03:55.855
E1001487|Kevin B.|Einfach genial|Simply genius|5.0|1|We are very pleased to hear that! Best wishes from Elbenwald ❤|2023-05-21 04:04:03.972
E1075481|Melanie  L.|Tolles Kuscheltier. Da|The bunny is absolutely beautiful, super fluffy, and enchanting! The belly and paws are made from sparkly plush fabric. It is made with high-quality craftsmanship. The shipping was super quick!|5.0|1|Wow, thank you so much for your feedback! We're thrilled to hear that the plush figure is so well received by you. 😊 Best wishes from the Elvenwood!|2023-05-21 06:16:27.205
E1075891|Maria  N.|Lontsich|One can sleep well, it looks good 👍|5.0|1|We are very pleased to hear that! Best regards from Elbenwald ❤|2023-05-21 09:01:26.840
E1076337|Maximillian M.|Sehr guter Gürtel. Vor allem die vier|Very good belt. Especially the four loops for attaching things to the belt.|5.0|1|We are very pleased to hear that! Best wishes from the Elbenwald ❤|2023-05-21 13:29:50.876
E1049440|Michael A.|Gute Qualität, gutes Produkt.|The product is very good and is also beautifully crafted.|5.0|1|Wow, thank you so much for your praise. Best wishes from the Elven Forest ❤|2023-05-21 17:07:14.469
E1072780|Samia B.|Top|I like the quality of the bag and the printing. The colors are not as vibrant as in the picture, but I think that's good.|5.0|1|Wow, thank you so much for your praise. Best wishes from the Elvenwood ❤|2023-05-21 17:57:21.808
E1070518|Samia B.|Superduper|It looks super cute!!! I imagined it softer, but that's not a problem.|5.0|1|Thank you very much for your feedback 😊|2023-05-21 17:58:22.926
E1076145|Marie Z.|Das Rot geht in natura leider eher|The red unfortunately tends more towards violet in nature - a shame. You should definitely order it in your usual size (even if the manufacturer says it runs large - this probably refers to the length without a belt). With a belt, you can wear it tailored and in your usual size. The quality is okay, but the price is a bit high for this.|3.0|1|Thank you very much for your feedback 😊|2023-05-21 19:43:59.403
E1071213|Malin A.|Sehr gut!|Very good quality and looks great! Slightly larger than expected, but otherwise great. My best friend was very happy :)|5.0|1|We are very pleased to hear that you are satisfied and that the recipient liked the jacket! Thank you for your feedback ❤️|2023-05-21 20:51:57.181
E1070963|Janka  K.|Ich bin sehr zufrieden |I am very satisfied.|5.0|1|We are very pleased to hear that! Best wishes from Elbenwald ❤|2023-05-22 06:13:48.189
E1074763|Janka  K.|Ich bin sehr zufrieden |I am very satisfied.|5.0|1|We are very pleased to hear that! Thank you very much for your feedback ❤|2023-05-22 06:14:05.486
E1067396|Janka  K.|Sieht super aus|Looks awesome|5.0|1|We are very pleased to hear that! Thank you very much for your feedback ❤|2023-05-22 06:14:20.014
E1076415|Janka  K.|Sieht super aus|Looks great|5.0|1|Wow, thank you so much for your praise. Best wishes from the Elven Forest ❤|2023-05-22 06:14:31.096
E1071989|Janka  K.|Sieht super aus |Looks great!|5.0|1|Wow, thank you so much for your praise. Best wishes from the Elven Forest ❤|2023-05-22 06:14:40.692
E1074370|Viola U.|Die Qualität ist angenehm weich, riecht gut|"The quality is pleasantly soft, smells good, and the seams give a well-made impression. 
A really nice sweater for all Ravenclaws :)"|5.0|1|We are very pleased to hear that! Thank you very much for your feedback ❤|2023-05-22 10:27:45.726
E1074377|Viola U.|Die Qualität ist angenehm weich, riecht gut|"The quality is pleasantly soft, smells good, and the seams give a well-made impression. 
A really nice sweater for all Hufflepuffs :) I really enjoy wearing it :D"|5.0|1|Thank you for your feedback on the article and have fun with it ❤ Greetings from the Elven Forest|2023-05-22 10:28:12.837
E1067159|Viola U.|Die Ränder sind wunderbar vernäht. Die Größe|"The edges are wonderfully sewn. The size is very comfortable and the material doesn't smell and is just right for the mouse.
The design is, of course, a dream. Great mousepad :D"|5.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elven Forest|2023-05-22 10:29:28.409
E1029868|Markus S.|Faszinierend.|"Everything in perfect order. 
Ware ok, contact super.
I'm completely satisfied 👍🏻"|5.0|1|Thank you for your feedback ❤️|2023-05-23 02:12:33.572
E1073859|Nicole H.|Süß|"Totally sweet.
Super quality."|5.0|1|We are very happy to hear that you are satisfied! Thank you for your feedback ❤️|2023-05-23 03:37:12.639
E1073858|Nicole H.|Toll|"Pretty Decor
Super Quality"|5.0|1|Thank you very much for your feedback 😊|2023-05-23 03:37:39.800
E1073912|Volker B.|Alles OK. Sehr schnelle Lieferung 😃|Everything OK. Very fast delivery 😃|5.0|1|Thank you for your review ❤ Greetings from the Elven Forest|2023-05-23 03:44:00.345
E1048529|Daniela K.|Bin sehr zufrieden und bestelle sehr gern wieder etwas|It was my first order and I was totally satisfied and surprised at how quickly it went, funny and successful, I found the emails I received for the order. The picture was carefully packaged, it is very beautiful, but I haven't tried it yet to see what it looks like when it lights up as it is a birthday gift.|5.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elven Forest|2023-05-23 04:11:55.747
E1071565|Lina  S.|Besser kann man online nicht bestellen!|Great information via email about the status of my order, cleverly and originally written. I always knew where my order was. The delivery was quick and the product is very good, exactly as described and of good quality.|5.0|1|We are very pleased to hear that! Thank you very much for your feedback ❤|2023-05-23 04:18:37.053
E1051005|Alexander H.|Märchenhaft und Super|The entire ordering process (confirmation, invoice, and package notification) was a delightful read. The delivery was punctual and the quality of the goods was excellent. I would gladly do it again anytime.|5.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elven Forest|2023-05-23 04:21:16.790
E1071907|Roberto  C.|Semplicemente perfetta, Action figure rifinita molto bene|"Simply perfect, action figure finished very well and with an unbeatable quality-to-price ratio.
Elbenwald is a guarantee, I highly recommend it."|5.0|1|We are very happy to hear from you! Thank you for your feedback ❤|2023-05-23 04:51:17.357
E1074154|Roberto  C.|Action figure molto particolare e fatta davvero|Action figure very special and really well made, very satisfied|5.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elven Forest|2023-05-23 04:52:29.127
E1051313|Raphael A.|Tolles Kleid. Wie in den meisten Bewertungen|Great dress. As mentioned in most reviews, I also recommend taking a size smaller.|5.0|1|Thank you for your review and feedback on the article. ❤ Greetings from the Elven Forest.|2023-05-23 04:54:03.021
E1072171|Tatjana S.|Tolles Kochbuch |Great Cookbook|5.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elven Forest.|2023-05-23 05:05:24.015
E1069233|Birgit P.|Preis Leistung ist top.|She looks great. Since I'm a Harry Potter fan and love owls above all else, I had to have her. She is beautifully crafted. I can only highly recommend the cookie owl.|5.0|1|We are very happy to hear that you are satisfied! Thank you for your feedback ❤️|2023-05-23 05:21:09.935
E1066772|Olaf L.|Alles gut |All good|5.0|1|Thank you for your feedback on the article. ❤ Greetings from the Elbenwald.|2023-05-23 05:24:09.407
E1066336|Sebastian S.|Sehr bequem|The trousers are very comfortable to wear and the workmanship is excellent.|4.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elven Forest.|2023-05-23 05:27:47.250
E1072670|Julia M.|Zuckersüß|Sweet as sugar. Good processing and really looks great in my bookshelf.|5.0|1|Thank you for your feedback on the article. ❤ Greetings from the Elbenwald.|2023-05-23 05:28:09.833
E1071510|Julia M.|Gute Verarbeitung und ist wirklich schön gemacht.|Good workmanship and is really beautifully made.|5.0|1|We are very happy to hear that you are satisfied! Thank you for your feedback ❤️|2023-05-23 05:29:25.459
E1073847|Margret Q.|Hat alles super gepasst. Qualität...Lieferzeit....alles bestens!!!!|Everything went perfectly. Quality...delivery time...everything was excellent!!!!|5.0|1|We are very pleased to hear that! Thank you very much for your feedback ❤|2023-05-23 05:33:01.478
E1074230|Margret Q.|Alles bestens. Nur weiter zu empfehlen.Danke|Everything is great. Highly recommended. Thank you.|5.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elbenwald|2023-05-23 05:33:36.440
E1073671|Sina M.|Super Krawatte|Super Tie|5.0|1|Thank you for your feedback on the article and enjoy it ❤ Greetings from the Elven Forest|2023-05-23 05:35:14.908
E1073268|Jessica B.|Was soll man dazu sagen? Es ist|What can you say about it? It's the best wallet there is 😂👍🏻 superbly crafted, everything fits in. So it does exactly what it's supposed to do.|5.0|1|We are very happy to hear that you are satisfied! Thank you for your feedback ❤️|2023-05-23 05:35:25.901
E1076447|Jessica B.|Ich fand sie auf den ersten Blick|I found it beautiful at first sight, but for the price, the material feels really cheap. You can get better jute bags at any supermarket for a smaller price. The motif is nicely printed.|4.0|1|Thank you for your feedback. Best regards from the Elbenwald.|2023-05-23 05:36:52.353
E1070774|Sabrina A.|"Wie Rey sagen würde...""Be with me"""|A must-have for collectors of Star Wars Loungefly backpacks. Great craftsmanship, as always with Loungefly, and a real eye-catcher.|5.0|1|Thank you very much for your review and best regards from the Elven Forest 😊|2023-05-23 05:49:29.619
E1071928|Matthias  L.|War alles gut.|Was alles gut.|5.0|1|Thank you very much for your feedback 😊|2023-05-23 06:06:26.106
E1072755|Aylin  S.|Mini Figuren super zum sammeln |Mini figures are great for collecting.|5.0|1|Thank you very much for your review and best wishes from the Elven Forest 😊|2023-05-23 06:17:07.535
E1000659|Corry  P.|Ich finde dass es eine sehr gute|I think it's a very good quality. You can tell it's not something cheap, and therefore it's worth the price.|5.0|1|Thank you very much for your review and best wishes from the Elven Forest 😊|2023-05-23 06:42:48.809
E1028365|Alea U.|Die Qualität der Tasse ist super -|The quality of the cup is great - beautiful colors, robust yet handy and dishwasher-safe. I would buy it again anytime :D|5.0|1|Thank you for your review. ❤ Greetings from the Elven Forest.|2023-05-23 06:47:53.481
E1074248|Carolin K.|Schönes Set!|Nice set!|5.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-23 06:47:59.053
E1067155|Carolin K.|Super Preis-Leistungs-Verhältnis!|Great price-performance ratio!|5.0|1|Thank you for your rating.❤ Greetings from the Elbenwald.|2023-05-23 06:48:04.136
E1075799|Carolin V.|Gewohnt gute Ravensburger Qualität.|Familiar good Ravensburger quality.|5.0|1|Thank you very much for your review and best wishes from the Elbenwald 😊|2023-05-23 06:48:06.644
E1065141|Carolin V.|Für 3 XL fällt es ein bißchen|For 3 XL, it's a bit small. But the quality is great.|5.0|1|Thank you very much for your feedback and best regards from the Elven Forest 😊|2023-05-23 06:48:48.144
E1067719|Melita P.|Spitze!|Quality is very good, it also feels pleasant to wear (no itching etc.)|5.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-23 06:50:16.127
E1047365|Jana G.|Schnell verschickt, bestens informiert während dessen und super Qualität - sehr gerne wieder!|The Hedwig is already awesome, super craftsmanship and has sent our granddaughter into true fits of excitement upon arrival. Of course, it went straight to bed with her in the evening! Very soft and cuddly, in my opinion, worth every cent…|5.0|1|Thank you for your review and best wishes from the Elbenwald 😊|2023-05-23 07:24:35.181
E1074668|Ricardo A.|Mit der Bestellung lief alles prima. Das|Everything went smoothly with the order. I didn't find the price-performance ratio to be so great, as the standard price is five euros. I treated myself to these four boxes only because of the voucher. Otherwise, it would probably have been even more. P.S. Super cool emails :-)|4.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-23 07:40:39.368
E1070227|Andrea F.|Qualitativ hochwertiges Produkt, rascher Versand und ein|High-quality product, fast shipping, and an incredibly good customer service. Really highly recommended. Will gladly do business again.|5.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-23 08:02:34.134
E1075112|Sylvia L.|Allein für Eure märchenhaften E-Mails hab Ihr|"You've already earned five stars just for your magical emails. Simply fantastic. Personally, I found the ordered items very beautiful. However, they were a birthday wish, and the birthday is only today.
Conclusion: prompt and fast delivery, great items, everything super!!!!
Gladly again. S.L."|5.0|1|Thank you for your great review.❤ Greetings from the Elbenwald.|2023-05-23 08:10:00.186
E1061680|Sabine S.|Eine gelungene Überraschung|A great decoration and our Star Wars fan was over the moon and very happy about the unique gift.|5.0|1|Thank you for your review.❤ Greetings from the Elven Forest.|2023-05-23 08:38:03.587
E1067148|Tamara S.|I love the quality and the size|I love the quality and the size.|5.0|1|Thank you for your review.❤ Greetings from the Elven Forest.|2023-05-23 08:49:22.244
E1065600|Sarina J.|Sehr auffällig und fantasievoll. |Very striking and imaginative.|5.0|1|Thank you for your review and best regards from the Elven Forest 😊|2023-05-23 08:58:16.295
E1075038|Franziska  R.|Sieht wie abgebildet aus und passt wunderbar.|Looks just like the picture and fits perfectly. Therefore, highly recommended.|5.0|1|We are very happy to hear that! ❤️❤️❤️ Thank you very much for your feedback.|2023-05-23 09:36:39.956
E1070961|Franziska  R.|Qualität könnte natürlich besser sein, für den|Quality could certainly be better, but for the price, it's okay.|3.0|1|Thank you very much for your feedback 😊|2023-05-23 09:37:04.481
E1034442|Sabine H.|Perfekt|"The dress is exactly as I imagined, and if you wash it as described, nothing shrinks. Fits perfectly. Very well made.
And the delivery was super fast."|5.0|1|We are very happy to hear that! ❤️❤️❤️|2023-05-23 10:58:58.474
E1071708|Evi|schönes T-Shirt, tolles Material|The T-shirt is exactly as I hoped/expected. The material is not too thin and not too thick, the print is nice, and even after washing, it's still a great T-shirt. The size is correct. Thank you very much.|5.0|1|Thank you for your great review. ❤ Greetings from the Elbenwald.|2023-05-23 11:03:43.004
E1076347|Melissa T.|Sehr schöne Qualität |Very nice quality|5.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-23 14:01:31.835
E1070902|Alfred  H.|Die Bestellung war nicht ganz so Toll|The order wasn't quite so great.|3.0|1|We're sorry about that. Please contact our customer service. Best regards, your Elbenwald team|2023-05-23 16:25:09.324
E1051160|Marc M.|Klare Kaufempfehlung 👍|Very nice medieval boots. They run a bit large, but still fit well in my normal shoe size.|5.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-23 16:31:37.377
E1065063|Christiane B.|Gute Qualität und sehr nette Kundenansprache|Good quality and very nice customer service.|5.0|1|Thank you for your review.❤ Greetings from Elbenwald.|2023-05-23 19:44:20.443
E1073331|Kinderarche Sachsen E.V. H.|Super Qualität|Super quality|5.0|1|Thank you for your feedback ❤️|2023-05-24 04:22:46.715
E1064067|Vincent R.|Die Qualität ist wirklich gut, der Stand|The quality is really good, the figure's pose is secure, and for the price, it's a super figure.|5.0|1|Thank you very much for your feedback 😊|2023-05-24 04:23:55.734
E1076786|Vincent R.|Sehr schöne Figur, Preis sehr gut.|Very nice figure, price very good.|5.0|1|We are very happy to hear that! ❤️❤️❤️|2023-05-24 04:24:21.612
E1043295|Kathrin  W.|Sieht Super aus und passt perfekt in|Looks super and fits perfectly into the collection.|5.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-24 05:09:35.685
E1071245|Antje H.|Bin super zufrieden. Toller Aufdruck, sehr gute|I am super satisfied. Great print, very good quality.|5.0|1|We are very pleased to hear that you are satisfied. Thank you for your feedback ❤️|2023-05-24 05:34:11.753
E1072373|Patrick  D.|Super!|Hair ties are as shown in the photo. The quality is good.|5.0|1|Thank you for your review. ❤ Greetings from the Elbenwald.|2023-05-24 05:41:30.409
E1075285|Sheila  F.|Figur im falschen Farbtopf gelandet|"When I unpacked my figure, I was really shocked because it was painted in extremely different colors compared to the original. Additionally, it was sometimes very poorly done, especially with the ""The Last of Us"" logo. I was very disappointed, as I had been so looking forward to the figure in my collection. I sent it back."|1.0|1|Thank you for your feedback. Please contact our customer service directly so we can work together to find a solution. Your Elbenwald Team|2023-05-24 06:33:49.008
E1072291|Joeline H.|alles top!|the quality is great, the delivery was really fast.|5.0|1|Wow, thank you so much for your praise. Best wishes from the Elbe Forest ❤️|2023-05-24 06:59:49.255
E1054225|Kimberly  S.|Lieferung schnell, Preis im Rahmen, Plüsch Figur|Delivery quick, price within reason, plush figure super cute and cheaper than spotted at Japan Day 😍|5.0|1|Wow, thank you so much for your praise. Best wishes from the Elven Forest ❤|2023-05-24 07:17:50.714
E1064129|Tim K.|Elbenwald hat mich noch nie enttäuscht|Elbenwald has never disappointed me… super quality and exactly what I wanted.|5.0|1|We are very pleased to hear that you are satisfied. Thank you for your feedback ❤️|2023-05-24 07:35:45.797
E1073381|Gabriele  D.|"Sehr schnelle Lieferung und gute Qualität 
"|Very fast delivery and good quality.|5.0|1|We are very happy to hear that you are satisfied. Thank you for your feedback ❤️|2023-05-24 07:55:34.601
E1068953|Gabriele  D.|Sehr gut für alle Artikel |Very good for all articles|5.0|1|Thank you for your review. ❤ Greetings from the Elbenwald.|2023-05-24 07:57:24.388
E1028551|Daniela D.|Sitzt passt wackelt und hat Luft. Bluse|Sits, fits, wiggles and has air. Blouse was an emergency purchase but fits well even in the large size.|5.0|1|Thank you for your review. ❤ Greetings from the Elven Forest.|2023-05-24 08:08:27.207
E1073838|Julia F.|Super!|Worth more than the price! Superbly well-made and the chain is also of high quality!|5.0|1|Thank you for your review. ❤ Greetings from the Elven Forest.|2023-05-24 08:48:46.118
E1061010|Ramona K.|Immer wieder, nur bei euch.|"I am very satisfied. 
The second pillow I bought there. Very, very good quality, great colors and really high-end.
It's not exactly cheap, but I would never buy it anywhere else. 
Thank you very much for existing, my son is very happy with it."|5.0|1|Thank you for your great review.❤ Greetings from the Elbenwald.|2023-05-24 09:47:59.824
E1074088|Tatjana J.|Klasse!|"The cup is not exactly cheap, but it is a real eye-catcher. You don't find something like this everywhere.
I liked the delivery time best: ordered on Tuesday, delivered on Wednesday."|5.0|1|Thank you for your review. ❤ Greetings from the Elven Forest.|2023-05-24 09:51:18.498
E1039466|Isabel S.|Sehr schönes Kleid|I ordered size S/M and for me, at 1.70m and 64kg, it fits perfectly. It's not quite floor-length (ankle). Pleasant, beautiful cotton fabric. Firm but not too stiff. A nice rich brown. A lovely dress. I'm already looking forward to wearing it.|5.0|1|Thank you very much for your detailed review and best wishes from the Elbenwald 😊|2023-05-24 11:22:33.144
E1045620|Isabel S.|Überzeugt 👍|"I was initially unsure because I don't like the flared sleeves. However, I ordered it anyway because the color looks so beautiful. And yes, it actually looks that nice. And it fits just great. I ordered S/M at 1.70m and 64kg. Fits perfectly. With a belt too. Perfect.
(I ordered two dresses, (different ones) only wanted to keep one, but they were so beautiful that I had to keep both).
Oh, and the lining and everything else: all tip-top."|5.0|1|Thank you for your review.❤ Greetings from the Elven Forest.|2023-05-24 11:28:34.036
E1073730|Katharina H.|preis-leistung = fail|Unfortunately very overpriced and for that reason very small…|2.0|1|Thank you for your feedback.|2023-05-24 11:37:15.861
E1064012|Katharina H.|top!|simply wonderful. great product, beautifully crafted.|5.0|1|We are very pleased to hear that you are satisfied. Thank you for your feedback ❤️|2023-05-24 11:37:26.171
E1063630|Katharina H.|cool|cool product, however, the label at the bottom was crooked and the can was sticking out on both of my ordered mana and health cans|4.0|1|Thank you very much for your feedback.|2023-05-24 11:39:39.085
E1074364|Julia A.|Supi|Very comfortable and especially warm. Ordered size S at 1.57m and a slender figure. XS would have been enough as well.|5.0|1|Thank you very much for your review and best regards from the Elven Forest 😊|2023-05-24 13:03:03.557
E1045305|Julia A.|Sehr gut|Visually very good and also fits well.|5.0|1|Thank you very much for your review and warm regards from the Elven Forest 😊|2023-05-24 13:03:37.418
E1043294|Julia A.|Begeistert|I simply love Dobby. It just looks great and makes perfect decoration.|5.0|1|Thank you very much for your review and best regards from the Elven Forest 😊|2023-05-24 13:04:00.197
E1050288|Julia A.|Happy|I find the green color mega. It fits well and is comfortable. I bought an S for my 1.57m and just under 50kg. It sits comfortably and loosely. If you prefer it tighter, an XS would probably also work well.|5.0|1|Wooooooow, thank you so much for your detailed feedback! We are very happy to hear that. ❤️|2023-05-24 13:06:15.567
E1048201|Tobias H.|Perfekt für die Sammlung|My absolute favorite story from the 1st Age, in general. The cover looks even better in real life👌|5.0|1|We are very happy to hear that! ❤️❤️❤️|2023-05-24 13:17:16.924
E1074470|Tobias H.|Alles Super!!!|Delivered in top condition. A must for my collection.|5.0|1|Thank you for your great review.❤|2023-05-24 13:18:13.221
E1054653|Tobias H.|Voll zufrieden|The story is awesome. Fits perfectly in my collection. Delivery was all great as always.|5.0|1|Thank you for your great review. ❤|2023-05-24 13:19:26.089
E1070826|Michael  P.|Verarbeitung vom Stoff sehr gut. Leider etwas|Processing of the fabric is very good. Unfortunately, ordered a bit too large, but still very satisfied.|5.0|1|Thank you for your feedback ❤ Warm regards from the Elven Forest|2023-05-24 15:05:20.683
E1076366|Rainer  E.|Alles prima|Very satisfied. Click & Collect worked perfectly. Trouser pocket issue due to incorrect size resolved without any problems. Quickly handled.|4.0|1|Thank you for your great review.❤|2023-05-24 17:17:08.250
E1057972|Rainer  E.|Super|Good fit. Quickly processed.|4.0|1|Thank you for your great review.❤|2023-05-24 17:18:01.524
E1004844|Ines S.|Sehr schöner Ring, außergewöhliches Design.|Very beautiful ring, exceptional design.|5.0|1|Thank you for your great review.❤|2023-05-24 18:27:29.703
E1016146|Sabine W.|Alles ist perfekt gelaufen|Lightning delivery of a great product|5.0|1|Thank you for your great review.❤|2023-05-25 04:01:23.961
E1073070|Burkhard K.|Empfehlenswert!|A truly beautiful piece.|5.0|1|Thank you very much for your feedback 😊|2023-05-25 06:36:15.028
E1072172|Astrid K.|Top|Very good quality|5.0|1|Thank you very much for your feedback 😊|2023-05-25 07:26:28.901
E1076717|Verena B.|Einfach zuckersüß.|Quick delivery, no problems, everything arrived safely with us.|5.0|1|Thank you very much for your feedback 😊|2023-05-25 08:24:08.119
E1039362|Isabel|Tolles Kleid 👌|"I was initially unsure about the size and then instinctively made the right decision. At 1.70m and 64 kg, size XS fits me perfectly. Without a belt, it still has a certain ""width."" With a belt, it accentuates the figure and looks very good. The fabric is very nice. A beautiful sturdy cotton fabric, but not too tight/thick. The neckline is also nice, as it can be worn tighter or looser. The color is also great. A rich brown, just like in the pictures. I'm looking forward to wearing it 😊"|5.0|1|Thank you very much for your review and best regards from the Elven Forest 😊|2023-05-25 08:26:59.071
E1070896|Kevin  S.|Super|Everything's good, but I find the size categorization a bit unsuitable; there could have been more flexibility for people who fall between the sizes. Otherwise, it's a nice piece, great craftsmanship.|4.0|1|Thank you very much for your feedback 😊|2023-05-25 08:35:58.301
E1063707|Thomas|Wundervolle Keksdose|I am super happy. It was delivered quickly. It is very well made. Thank you very much.|5.0|1|Thank you very much for your review and best regards from the Elven Forest 😊|2023-05-25 10:42:05.442
E1056129|Viktoria  K.|Decke ist flauschig und schön anzusehen. Ich|"The blanket is fluffy and beautiful to look at. Of course, I would have preferred one made of cotton. It's a shame that it's only available in polyester. 
Nevertheless, everything went quickly and flawlessly. 
Elbenwald has a very humorous way of guiding its customers through the buying process :)"|5.0|1|We are very happy to hear that! ❤️❤️❤️|2023-05-25 13:19:29.326
E1074924|Monka F.|Ich habe bereits viele andere Funko-Pop-Figuren, und|I already have many other Funko Pop figures, and I'm thrilled here again!|5.0|1|We are very happy to hear that! ❤️❤️❤️|2023-05-25 17:25:39.474
E1073584|Vincent E.|Besser als erwartet|Better than expected|5.0|1|Thank you for your review.❤ Greetings from the Elbenwald.|2023-05-25 19:08:08.495
E1060184|Gabi H.|Alles o.k.|Everything's fine.|5.0|1|Thank you for your review. ❤ Greetings from the Elbenwald.|2023-05-25 23:27:57.696
